input,output
"As the social media manager for 'icici bank' (Twitter: @ICICIBank), create a tweet using the following keywords: ['rs', 'cashback', 'domestic', 'flight', 'booking', 'get', 'rs']. Craft a message that aligns with our brand and is likely to receive at least 6 likes.","Are you looking to save on air fares 
for your #SummerVacation? Now, book domestic  flights on Ezeego and get a cashback worth up to ₹2500 on using #ICICIBank netbanking/cards. Here’s how: <hyperlink> <hyperlink>"
"As the social media manager for 'microsoft' (Twitter: @bing), create a tweet using the following keywords: ['highland', 'cow', 'stand', 'field', 'frost', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 65 likes.",Wishing we had a matching coat like the Highland cattle to help take on winter this season! <hyperlink>
"As the social media manager for 'cisco' (Twitter: @ciscoDC), create a tweet using the following keywords: ['new', 'world', 'dlkey']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","How do you manage the demand for scale and speed while using multiple platforms, #clouds and tools?  Join our keynote to learn how Cisco can help bring it all together to gain full visibility, connect teams and innovate faster. <hyperlink> #Ciscolive <hyperlink>"
"As the social media manager for 'astro' (Twitter: @ASTROGaming), create a tweet using the following keywords: ['backpack', 'red', 'heart']. Craft a message that aligns with our brand and is likely to receive at least 130 likes.","We ❤️ the weekend. What are you playing today, #ASTROfamily? <hyperlink>"
"As the social media manager for 'williams' (Twitter: @SonnyBWilliams), create a tweet using the following keywords: ['man', 'sit', 'bench', 'window', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 2890 likes.","Anyone keen for a beautiful halal meal in Auckland, check out these guys in town - Chamate. ❤️🤲🏾 <hyperlink>"
"As the social media manager for 'amc' (Twitter: @AMCTheatres), create a tweet using the following keywords: ['people', 'uniform', 'stand', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 30 likes.","Here are 5 under the radar movies headed your way.

Full List: <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoCloud), create a tweet using the following keywords: ['microsoft', 'azs', 'cisco', 'customer', 'platform']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","We're excited to share progress in our collaboration with #Microsoft to make it easier for customers to rapidly deploy and run containerized applications. Learn more: <hyperlink>
#Kubernetes #AKS #containers <hyperlink>"
"As the social media manager for 'lenovo' (Twitter: @LenovoLegionANZ), create a tweet using the following keywords: ['legion', 'game', 'laptop', 'catch', 'game']. Craft a message that aligns with our brand and is likely to receive at least 78 likes.","Lenovo Legion will be at <mention>! Stay tuned for more details next week, including times to meet and game with <mention> AND <mention>. #LenovoLegion <hyperlink>"
"As the social media manager for 'airtel' (Twitter: @Airtel_Ug), create a tweet using the following keywords: ['airtel', 'internet', 'plan', 'christmas']. Craft a message that aligns with our brand and is likely to receive at least 139 likes.","Here's to 3 big Freaky Friday Bundles to plan the perfect holiday for the family this festive season.
Dial *149*10# to get 6.5GB &amp; 30 minutes at UGX7,500, 5.5GB &amp; 30 minutes at UGX 6,500 valid for 3 days and 2GB &amp; 15 minutes at UGX 4,000 valid for 24hrs.
 
#BeSmartBeSafe <hyperlink>"
"As the social media manager for 'free' (Twitter: @RadioFreeAsia), create a tweet using the following keywords: ['cartoon', 'man', 'hold', 'scythe', 'sign', 'say', 'liberty', 'hold', 'say']. Craft a message that aligns with our brand and is likely to receive at least 642 likes.","Beijing has been effective at silencing critics as it carries out human rights abuses and stifles dissent in Tibet, Xinjiang and Hong Kong. The NBA is the latest victim. 

<hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['facebook', 'launch', 'new', 'message', 'app', 'facebook', 'launch', 'message']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Facebook Gears Up For Long-term Remote Work <hyperlink> <hyperlink>
"As the social media manager for 'ibm' (Twitter: @IBMResearch), create a tweet using the following keywords: ['image', 'different', 'stage', 'breast', 'cancer', 'show']. Craft a message that aligns with our brand and is likely to receive at least 41 likes.",#AI and the Eye: Deep Learning for Glaucoma Detection <hyperlink> <hyperlink>
"As the social media manager for 'mcafee' (Twitter: @McAfee), create a tweet using the following keywords: ['woman', 'stage', 'give', 'presentation', 'conference', 'give']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.",.<mention> has kicked off #MPOWER18 in Sydney! <hyperlink>
"As the social media manager for 'bayer' (Twitter: @bayer04_en), create a tweet using the following keywords: ['man', 'red', 'yellow', 'playing', 'soccer']. Craft a message that aligns with our brand and is likely to receive at least 232 likes.",⚫️🔴🇫🇷 Diaby 🇫🇷🔴⚫️ <hyperlink>
"As the social media manager for 'lg electronics' (Twitter: @LGUS), create a tweet using the following keywords: ['group', 'people', 'sit', 'couch', 'sparkler', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 506 likes.",Name this form of interactive entertainment from the 70’s where you get the chance to sing along to your favorite songs. Tweet #LifesGoodat40 &amp; #sweepstakes for a chance to win an LG PK7 Portable Bluetooth Speaker. Ends 9/14 @ 11:59PM ET. 48 US 18+. Rules: <hyperlink> <hyperlink>
"As the social media manager for 'toyota' (Twitter: @TGR_WEC), create a tweet using the following keywords: ['toyota', 'car', 'hour', 'le', 'man']. Craft a message that aligns with our brand and is likely to receive at least 330 likes.","The morning test session is underway with Brendon getting his first taste of the #TS050 HYBRID. 
7️⃣: <mention> 
8️⃣: <mention> 
#LeMans24 #TOYOTA #PushingTheLimitsForBetter <hyperlink>"
"As the social media manager for 'cbc' (Twitter: @CBCArts), create a tweet using the following keywords: ['man', 'red', 'leather', 'jacket', 'make', 'face', 'make']. Craft a message that aligns with our brand and is likely to receive at least 133 likes.",Why <mention> is Canada's true gay national treasure: <mention> writes <hyperlink> <hyperlink>
"As the social media manager for 'turkish airlines' (Twitter: @EuroLeague), create a tweet using the following keywords: ['street', 'arena', 'logo', 'show', 'city', 'street', 'show']. Craft a message that aligns with our brand and is likely to receive at least 3 likes.","The Street Arena Tour presented by Endesa is now leaving Malaga, Spain, after a fun-filled basketball weekend. 

The next stop will be the Spanish capital of Madrid, home city of the reigning EuroLeague Champions.

#EndesaStreetArena tour 👀 <hyperlink> <hyperlink>"
"As the social media manager for 'sabc' (Twitter: @METROFMSA), create a tweet using the following keywords: ['man', 'wear', 't', 'shirt', 'jean', 'stand', 'wear', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 113 likes.",Drive to the mix with Pencil &amp; ZingMaster  🔥 representing Pitori #TheDriveOnMetro with <mention> <mention> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['saudi', 'king', 'saud', 'bin', 'salman', 'name', 'world', 'powerful', 'man', 'name']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Saudi Crown Prince Sets Eyes On Man Utd <hyperlink> <hyperlink>
"As the social media manager for 'cisco' (Twitter: @CiscoDevNet), create a tweet using the following keywords: ['man', 'give', 'presentation', 'screen', 'give']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","Learn how to use the Firepower Management Center (FMC) REST API for compliance use cases, CRUD operations, and configuring threat-centric policies. <hyperlink>

Nine new videos / demos including creating Network Objects using the FTD API Explorer and Python. <hyperlink>"
"As the social media manager for 'cbc' (Twitter: @CBCNL), create a tweet using the following keywords: ['firework', 'light', 'sky', 'river', 'city', 'kiev', 'ukraine', 'light']. Craft a message that aligns with our brand and is likely to receive at least 46 likes.","NEW | Midnight fireworks are significant to me. I don't believe I am alone

<hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['barcelona', 'messi', 'leave', 'club', 'year', 'leave']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","Messi, Other Barcelona Players Take Pay Cut Amid Covid-19 Crisis <hyperlink> <hyperlink>"
"As the social media manager for 'qatar airways' (Twitter: @qatarairways), create a tweet using the following keywords: ['field', 'lettuce', 'different', 'color']. Craft a message that aligns with our brand and is likely to receive at least 72 likes.",Promoting “Made in #Qatar” by supporting local fresh produce from QADCO. They will be served on board and in our Doha Hub Lounges at <mention>. <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'clown', 'costume', 'ride', 'horse', 'ride']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",C. Ronaldo Turns Up For Training With Halloween Costume <hyperlink> <hyperlink>
